beatmap_id,artist,title,version,dominant_mods,sr,farm_score,base_farm_score,confidence,confidence_label,efficiency_agreement,efficiency_disagreement,disagreement_penalty,pp_efficiency_shrunk,realized_efficiency_shrunk,overrep,profile_impact,median_position,top10_count,top20_count,top30_count,forgiveness,median_acc,pct_miss_free,median_combo_ratio,hit_length,cs,od,mean_pp,p90_pp,max_pp,raw_count,passcount,url
1891389,Nothing But Thieves,Painkiller,Pure Love,NM,4.95944,0.14878638669734012,0.24455380062977056,0.5121951219512195,supported,formula_only,0.3192247131081015,0.09576741393243045,0.0424256223978985,-0.015138946434047522,-0.026491145697013115,0.13907144064659618,62.0,0,2,4,-0.21074052535728469,98.0342,0.42857142857142855,0.9748653500897666,94,3.8,8.5,161.24609523809525,235.542,500.721,21,53073,https://osu.ppy.sh/b/1891389
1829658,Yasuno Kiyono,Rocket Beat (TV Size),Secure!,NM,5.11421,0.1480666002759627,0.1480666002759627,0.2857142857142857,explore,realized_only,0.0,0.0,-0.02258554831140097,0.029753316390963937,-0.16346358168414715,0.15301230916037684,49.5,0,1,2,-0.3163039792579289,97.74635,0.5,0.9748283752860412,85,4.0,8.5,136.5165,165.5529,171.715,8,34236,https://osu.ppy.sh/b/1829658
3351141,Porno Graffitti,Hitori no Yoru (TV Size),Bozo,NM,5.25904,0.14799756073733206,0.18835387302123516,0.4444444444444444,explore,formula_only,0.13452104094634362,0.04035631228390309,0.029336677902500996,-0.0092258556652466,0.06702230968577264,0.1297543702159843,71.5,0,0,1,-0.24879808126326897,97.68,0.625,0.7804276315789473,104,4.0,8.7,233.2814375,534.5645,572.501,16,17060,https://osu.ppy.sh/b/3351141
1621041,Rita,Alicemagic (TV Size),Memories,NM,5.09067,0.14729677295781093,0.18786268643747245,0.3103448275862069,explore,formula_only,0.13521971159887175,0.04056591347966152,0.02934212779567978,-0.00927205011540255,-0.06203111242148217,0.12970371739142053,69.0,0,0,0,-0.39259645060013465,97.34089999999999,0.5555555555555556,0.9788135593220338,84,3.7,8.0,172.73925555555556,232.63720000000006,483.138,9,28647,https://osu.ppy.sh/b/1621041
3939244,ONIMAI SISTERS,Himegoto*Crisisters (TV Size),GlazeE's Insane,NM,5.00692,0.14635643626488581,0.14635643626488581,0.2,explore,realized_only,0.0,0.0,-0.015210320636817284,0.023584895561816244,0.31648380421016165,0.1519471583698672,56.0,0,1,1,-0.6254622013635384,97.38900000000001,0.8,0.9932885906040269,87,4.0,8.0,125.22496000000001,151.138,165.028,5,19561,https://osu.ppy.sh/b/3939244
1346000,CHiCO with HoneyWorks,Wolf,pkhg's Insane,NM,4.84777,0.14634008359495754,0.14634008359495754,0.3103448275862069,explore,realized_only,0.0,0.0,-0.03861599696566532,0.04269807531353101,-0.12452326339537437,0.1507884607017327,48.0,0,1,1,-0.5478863618123943,98.3377,0.5555555555555556,0.9922178988326849,87,4.0,7.0,120.1057111111111,173.3408,205.056,9,38254,https://osu.ppy.sh/b/1346000
2223144,Turbo,PADORU / PADORU,Anzei's Another,NM,4.80657,0.14623964345566143,0.14623964345566143,0.9619047619047619,high_conf,realized_only,0.0,0.0,-0.008383328136405853,0.017999611964881534,-0.23762910996436692,0.19207516671918112,45.0,55,110,160,-0.07929271875618894,96.2121,0.596039603960396,0.9888888888888889,31,4.0,8.0,152.59470376237624,338.2674,447.144,505,1542762,https://osu.ppy.sh/b/2223144
1026628,Iori Nomizu,miele paradiso,StarR's Insane,NM,5.05048,0.14465273596048744,0.14465273596048744,0.25925925925925924,explore,realized_only,0.0,0.0,-0.003157290128351411,0.013596831632206045,-0.2727509805814774,0.1590222253466497,59.0,0,2,2,-0.41261975993834626,97.5738,0.7142857142857143,0.9419642857142857,88,4.0,8.5,159.75161428571428,253.85200000000003,364.429,7,50996,https://osu.ppy.sh/b/1026628
3158964,Steve Aoki,New Blood (Koven Remix) (Cut Ver.),Extra,NM,5.27369,0.14418494652595815,0.14418494652595815,0.5454545454545454,supported,realized_only,0.0,0.0,-0.046151362360279675,0.048668780424203986,0.2320136987878891,0.2661684492739192,32.5,6,7,12,0.39692240688766905,95.53784999999999,0.5,0.7108843537414966,91,4.0,8.7,116.79176666666666,187.0079,196.553,24,48339,https://osu.ppy.sh/b/3158964
2176002,nano feat. MY FIRST STORY,SAVIOR OF SONG (TV Size),MNYUI'S EXTRA,NM,5.27357,0.14351368582451746,0.14351368582451746,0.3548387096774194,explore,corroborated,0.0,0.0,0.005238739661479143,0.006643295005874348,-0.10049015838124133,0.16727655129063077,55.0,1,1,3,-0.7729255519674844,98.3229,0.6363636363636364,0.98559670781893,85,3.8,8.6,262.3902181818182,515.657,554.625,11,24219,https://osu.ppy.sh/b/2176002
